Player_id,player_name,base_price,category,set_number,accelerated_list,is_overseas
95,Rahul Chahar,1.0,BOWL,5,0,False
96,Akeal Hosein,1.0,BOWL,5,0,True
97,Mayank Yadav,1.0,BOWL,5,0,False
98,Harsh Dubey,1.0,BOWL,5,0,False
99,Zeeshan Ansari,1.0,BOWL,5,0,False
100,Auqib Nabi,1.0,BOWL,5,0,False
101,Priyansh Arya,1.0,BAT,6,0,False
102,Ajinkya Rahane,1.0,BAT,6,0,False
103,Nehal Wadhera,1.0,BAT,6,0,False
104,Sherfane Rutherford,1.0,BAT,6,0,False
105,Angkrish Raghuvanshi,1.0,BAT,6,0,False
106,Vaibhav Sooryavanshi,1.0,BAT,6,0,False
107,Rahul Tripathi,1.0,BAT,6,0,False
108,Rovman Powell,1.0,BAT,6,0,False
109,Devdutt Padikkal,1.0,BAT,6,0,False
110,Nitish Rana,1.0,BAT,6,0,False
111,Ashutosh Sharma,1.0,BAT,6,0,False
112,Ayush Mhatre,1.0,BAT,6,0,False
113,Abdul Samad,1.0,BAT,6,0,True
114,Karun Nair,1.0,BAT,6,0,False
115,Rahul Tewatia,1.0,BAT,6,0,False
116,Mitchell Owen,1.0,BAT,6,0,True
117,Ben Duckett,1.0,BAT,6,0,True
118,Jacob Bethell,1.0,BAT,6,0,True
119,Aniket Verma,1.0,BAT,6,0,False
120,Sameer Rizvi,1.0,BAT,6,0,True
121,Will Jacks,1.0,AR,7,0,True
122,Harshal Patel,1.0,AR,7,0,True
123,Ayush Badoni,1.0,AR,7,0,False
124,Romario Shepherd,1.0,AR,7,0,False
125,Rachin Ravindra,1.0,AR,7,0,False
126,Shashank Singh,1.0,AR,7,0,False
127,Naman Dhir,1.0,AR,7,0,False
128,Anshul Kamboj,1.0,AR,7,0,False
129,Liam Livingstone,1.0,AR,7,0,True
130,Ramandeep Singh,1.0,AR,7,0,False
131,Corbin Bosch,1.0,AR,7,0,True
132,Shahbaz Ahmed,1.0,AR,7,0,False
133,Jason Holder,1.0,AR,7,0,True
134,Matthew Short,1.0,AR,7,0,True
135,Donovan Ferreira,1.0,AR,7,0,True
136,Suryansh Shedge,1.0,AR,7,0,False
137,Brydon Carse,1.0,AR,7,0,True
138,M Shahrukh Khan,1.0,AR,7,0,False
139,Mangesh Yadav,1.0,AR,7,0,False
140,Prashant Veer,1.0,AR,7,0,False
141,Josh Inglis,1.0,WK,8,0,True
142,Quinton de Kock,1.0,WK,8,0,False
143,Prabhsimran Singh,1.0,WK,8,0,False
144,Jitesh Sharma,1.0,WK,8,0,False
145,Dhruv Jurel,1.0,WK,8,0,False
146,MS Dhoni,1.0,WK,8,0,False
147,Tom Banton,0.5,WK,8,0,False
148,Kartik Sharma,1.0,WK,8,0,False
149,Tejasvi Dahiya,0.5,WK,8,0,False
150,Salil Arora,0.5,WK,8,0,False
151,Arshad Khan,0.25,BOWL,9,1,False
152,Kyle Jamieson,0.25,BOWL,9,1,True
153,AM Ghazanfar,0.25,BOWL,9,1,False
154,Mohsin Khan,0.25,BOWL,9,1,False
155,Ashwani Kumar,0.25,BOWL,9,1,False
156,Shivam Mavi,0.25,BOWL,9,1,False
157,Jacob Duffy,0.25,BOWL,9,1,True
158,Luke Wood,0.25,BOWL,9,1,True
159,Kartik Tyagi,0.25,BOWL,9,1,False
160,Ishant Sharma,0.25,BOWL,9,1,False
161,Vijaykumar Vyshak,0.25,BOWL,9,1,False
162,Ben Dwarshuis,0.25,BOWL,9,1,True
163,Sushant Mishra,0.25,BOWL,9,1,False
164,Prince Yadav,0.25,BOWL,9,1,False
165,Adam Milne,0.25,BOWL,9,1,True
166,Gurjapneet Singh,0.25,BOWL,9,1,False
167,Yudhvir Singh,0.25,BOWL,9,1,False
168,Nuwan Thushara,0.25,BOWL,9,1,True
169,Kuldeep Sen,0.25,BOWL,9,1,False
170,Mayank Markande,0.25,BOWL,9,1,False
171,Vicky Ostwal,0.25,BOWL,9,1,False
172,Dushmantha Chameera,0.25,BOWL,9,1,True
173,Kwena Maphaka,0.25,BOWL,9,1,True
174,Anrich Nortje,0.25,BOWL,9,1,True
175,Brijesh Sharma,0.25,BOWL,9,1,False
176,Mukesh Choudhary,0.25,BOWL,9,1,False
177,Manav Suthar,0.25,BOWL,9,1,False
178,Matt Henry,0.25,BOWL,9,1,True
179,Vishal Nishad,0.25,BOWL,9,1,False
180,Akash Singh,0.25,BOWL,9,1,False
181,Manimaran Siddharth,0.25,BOWL,9,1,False
182,Praveen Dubey,0.25,BOWL,9,1,False
183,Yash Thakur,0.25,BOWL,9,1,False
184,Abhinandan Singh,0.25,BOWL,9,1,False
185,Ramakrishna Ghosh,0.25,BOWL,9,1,False
186,Arjun Tendulkar,0.25,BOWL,9,1,False
187,Jayant Yadav,0.25,BOWL,9,1,False
188,Tripurana Vijay,0.25,BOWL,9,1,False
189,Ashok Sharma,0.25,BOWL,9,1,False
190,Gurnoor Brar,0.25,BOWL,9,1,False
191,Raghu Sharma,0.25,BOWL,9,1,False
192,Prashant Solanki,0.25,BOWL,9,1,False
193,Satvik Deswal,0.25,BOWL,9,1,False
194,Yash Raj Punja,0.25,BOWL,9,1,False
195,Prithvi Raj,0.25,BOWL,9,1,False
196,Sakib Hussain,0.25,BOWL,9,1,False
197,Amit Kumar,0.25,BOWL,9,1,False
198,Krains Fuletra,0.25,BOWL,9,1,False
199,Onkar Tarmale,0.25,BOWL,9,1,False
200,Praful Hinge,0.25,BOWL,9,1,False
201,Shivang Kumar,0.25,BOWL,9,1,False
202,Naman Tiwari,0.25,BOWL,9,1,False
203,Mohd Izhar,0.25,BOWL,9,1,False
204,Sarfaraz Khan,0.25,BAT,10,1,False
205,Prithvi Shaw,0.25,BAT,10,1,False
206,Manish Pandey,0.25,BAT,10,1,False
207,Shubham Dubey,0.25,BAT,10,1,False
208,Himmat Singh,0.25,BAT,10,1,False
209,Matthew Breetzke,0.25,BAT,10,1,True
210,Harnoor Singh,0.25,BAT,10,1,False
211,Ravichandran Smaran,0.25,BAT,10,1,False
212,Pyla Avinash,0.25,BAT,10,1,False
213,Sahil Parakh,0.25,BAT,10,1,False
214,Sarthak Ranjan,0.25,BAT,10,1,False
215,Akshat Raghuwanshi,0.25,BAT,10,1,False
216,Mukul Choudhary,0.25,BAT,10,1,False
217,Danish Malewar,0.25,BAT,10,1,False
218,Aman Rao,0.25,BAT,10,1,False
219,Ravi Singh,0.25,BAT,10,1,False
220,Cooper Connolly,0.25,AR,11,1,True
221,Wanindu Hasaranga,0.25,AR,11,1,True
222,Anukul Roy,0.25,AR,11,1,False
223,Kamindu Mendis,0.25,AR,11,1,True
224,Shreyas Gopal,0.25,AR,11,1,False
225,Jamie Overton,0.25,AR,11,1,True
226,Zak Foulkes,0.25,AR,11,1,True
227,Jack Edwards,0.25,AR,11,1,True
228,Nishant Sindhu,0.25,AR,11,1,False
229,Madhav Tiwari,0.25,AR,11,1,False
230,Vignesh Puthur,0.25,AR,11,1,False
231,Arshin Kulkarni,0.25,AR,11,1,False
232,Raj Bawa,0.25,AR,11,1,False
233,Musheer Khan,0.25,AR,11,1,False
234,Ajay Mandal,0.25,AR,11,1,False
235,Swapnil Singh,0.25,AR,11,1,False
236,Kanishk Chouhan,0.25,AR,11,1,False
237,Vihaan Malhotra,0.25,AR,11,1,False
238,Aman Khan,0.25,AR,11,1,False
239,Daksh Kamra,0.25,AR,11,1,False
240,Atharva Ankolekar,0.25,AR,11,1,False
241,Mayank Rawat,0.25,AR,11,1,False
242,Abishek Porel,0.25,WK,12,1,False
243,Jordan Cox,0.25,WK,12,1,True
244,Lhuan-dre Pretorius,0.25,WK,12,1,True
245,Anuj Rawat,0.25,WK,12,1,False
246,Urvil Patel,0.25,WK,12,1,True
247,Robin Minz,0.25,WK,12,1,False
248,Kumar Kushagra,0.25,WK,12,1,False
249,Vishnu Vinod,0.25,WK,12,1,False
